name,type,source,address,grow,lat,lon
PS 231@180,School Garden,GrowNYC,"5601 16th Ave, Brooklyn, NY 11204, USA",Outdoor,40.6267129,-73.9895684
Purvis J. Behan,School Garden,GrowNYC,"419 Waverly Ave, Brooklyn, NY 11238, USA",Outdoor,40.6854357,-73.9658766
Park Place Community Middle School,School Garden,GrowNYC,"62 Park Pl, Brooklyn, NY 11217, USA",Outdoor,40.6787211,-73.9763369
Daniel Hale Williams,School Garden,GrowNYC,"209 York St, Brooklyn, NY 11201, USA",Outdoor,40.701462,-73.98141609999999
The Urban Assembly Unison School,School Garden,GrowNYC,"170 Gates Ave, Brooklyn, NY 11238, USA",Outdoor,40.6842985,-73.9603205
Brooklyn Technical High School,School Garden,GrowNYC,"29 Fort Greene Pl, Brooklyn, NY 11217, USA",Outdoor,40.6889184,-73.97648699999999
The Monitor,School Garden,GrowNYC,"124 Monitor St, Brooklyn, NY 11222, USA",Outdoor,40.7237601,-73.9419954
The Benjamin Franklin Health & Science Academy,School Garden,GrowNYC,"850 Kent Ave, Brooklyn, NY 11205, USA",Outdoor,40.6953729,-73.95995309999999
George H. Lindsay,School Garden,GrowNYC,"108 Montrose Ave, Brooklyn, NY 11206, USA",Outdoor,40.7068735,-73.9454882
The Carroll,School Garden,GrowNYC,"330 Smith St, Brooklyn, NY 11231, USA",Outdoor,40.6803845,-73.9956286
Charles O. Dewey,School Garden,GrowNYC,"4004 4th Ave, Brooklyn, NY 11232, USA",Outdoor,40.6519928,-74.0072938
Sunset Park,School Garden,GrowNYC,"4305 7th Ave, Brooklyn, NY 11232, USA",Outdoor,40.6459698,-74.0018264
Brooklyn Frontiers High School,School Garden,GrowNYC,"112 Schermerhorn St, Brooklyn, NY 11201, USA",Outdoor,40.6899893,-73.9892204
Boerum Hill School for International Studies,School Garden,GrowNYC,"284 Baltic St, Brooklyn, NY 11201, USA",Outdoor,40.6849801,-73.9937004
South Brooklyn Community High School,School Garden,GrowNYC,"173 Conover St, Brooklyn, NY 11231, USA",Outdoor,40.6777746,-74.0141529
Dr. Ronald Mcnair,School Garden,GrowNYC,"820 Hancock St, Brooklyn, NY 11233, USA",Outdoor,40.6852239,-73.92229619999999
Jesse Owens,School Garden,GrowNYC,"1014 Lafayette Ave, Brooklyn, NY 11221, USA",Outdoor,40.6919757,-73.93148839999999
George W. Carver,School Garden,GrowNYC,"265 Ralph Ave, Brooklyn, NY 11233, USA",Outdoor,40.6801961,-73.9214329
Thaddeus Stevens,School Garden,GrowNYC,"990 Dekalb Ave, Brooklyn, NY 11221, USA",Outdoor,40.6930667,-73.9347451
The George E. Wibecan Preparatory Academy,School Garden,GrowNYC,"794 Monroe St, Brooklyn, NY 11221, USA",Outdoor,40.6881066,-73.92436289999999
Gotham Professional Arts Academy,School Garden,GrowNYC,"265 Ralph Ave, Brooklyn, NY 11233, USA",Outdoor,40.6801961,-73.9214329
Brighter Choice Community School,School Garden,GrowNYC,"280 Hart St, Brooklyn, NY 11206, USA",Outdoor,40.69376099999999,-73.9407122
Parkside Preparatory Academy,School Garden,GrowNYC,"655 Parkside Ave, Brooklyn, NY 11226, USA",Outdoor,40.6563887,-73.95146179999999
School Garden 006,School Garden,GrowNYC,"43 Snyder Ave, Brooklyn, NY 11226, USA",Outdoor,40.6491208,-73.9564633
Dr. Jacqueline Peek-Davis School,School Garden,GrowNYC,"430 Howard Ave, Brooklyn, NY 11233, USA",Outdoor,40.6730157,-73.919862
The Bilingual Center,School Garden,GrowNYC,"1100 E New York Ave, Brooklyn, NY 11212, USA",Outdoor,40.6654264,-73.92567100000001
Academy of Hospitality and Tourism,School Garden,GrowNYC,"911 Flatbush Ave, Brooklyn, NY 11226, USA",Outdoor,40.64930349999999,-73.95774899999999
Isaac Bildersee,School Garden,GrowNYC,"956 E 82nd St, Brooklyn, NY 11236, USA",Outdoor,40.6348776,-73.9107221
Daniel Mucatel School,School Garden,GrowNYC,"1500 E 92nd St, Brooklyn, NY 11236, USA",Outdoor,40.6349577,-73.897999
Sheldon A. Brookner,School Garden,GrowNYC,"684 Linden Blvd, Brooklyn, NY 11203, USA",Outdoor,40.6531986,-73.9329511
Elsa Ebeling,School Garden,GrowNYC,"4801 Avenue D, Brooklyn, NY 11203, USA",Outdoor,40.6424792,-73.9307007
The Science and Medicine Middle School ,School Garden,GrowNYC,"965 E 107th St, Brooklyn, NY 11236, USA",Outdoor,40.6474872,-73.8917979
Brooklyn Generation School,School Garden,GrowNYC,"6565 Flatlands Ave, Brooklyn, NY 11236, USA",Outdoor,40.6336811,-73.91751959999999
Middle School for Art and Philosophy,School Garden,GrowNYC,"1084 Lenox Rd, Brooklyn, NY 11212, USA",Outdoor,40.6579834,-73.92013759999999
Warwick,School Garden,GrowNYC,"400 Ashford St, Brooklyn, NY 11207, USA",Outdoor,40.6725442,-73.8851372
Abraham Lincoln,School Garden,GrowNYC,"528 Ridgewood Ave, Brooklyn, NY 11208, USA",Outdoor,40.6858609,-73.8693804
Margaret S. Douglas,School Garden,GrowNYC,"301 Vermont St, Brooklyn, NY 11207, USA",Outdoor,40.6716865,-73.89333669999999
Abe Stark,School Garden,GrowNYC,"1400 Granville Payne Ave, Brooklyn, NY 11239, USA",Outdoor,40.6467211,-73.88182979999999
East New York Family Academy,School Garden,GrowNYC,"145 Pennsylvania Ave, Brooklyn, NY 11207, USA",Outdoor,40.6738372,-73.8960768
Academy of Innovative Technology,School Garden,GrowNYC,"999 Jamaica Ave, Brooklyn, NY 11208, USA",Outdoor,40.692915,-73.8690129
Van Siclen Community Middle School,School Garden,GrowNYC,"800 Van Siclen Ave, Brooklyn, NY 11207, USA",Outdoor,40.6598585,-73.8855966
East New York Elementary School of Excellence,School Garden,GrowNYC,"605 Shepherd Ave, Brooklyn, NY 11208, USA",Outdoor,40.6694182,-73.8792113
Dr. Irving A Gladstone,School Garden,GrowNYC,"7601 19th Ave, Brooklyn, NY 11214, USA",Outdoor,40.6112005,-73.9944809
The Montauk,School Garden,GrowNYC,"4200 16th Ave, Brooklyn, NY 11219, USA",Outdoor,40.6349179,-73.9824083
The School of Journalism & Technology,School Garden,GrowNYC,"330 59th St, Brooklyn, NY 11220, USA",Outdoor,40.6419176,-74.0190873
Nelson A. Rockefeller,School Garden,GrowNYC,"5301 20th Ave, Brooklyn, NY 11204, USA",Outdoor,40.6228681,-73.97882480000001
Michael E. Berdy,School Garden,GrowNYC,"3314 Neptune Ave, Brooklyn, NY 11224, USA",Outdoor,40.5769299,-74.0005238
Frederick Wachtel,School Garden,GrowNYC,"1100 Elm Ave, Brooklyn, NY 11230, USA",Outdoor,40.6165667,-73.9631339
William E. Grady Career and Technical Education High School,School Garden,GrowNYC,"25 Brighton 4th Rd, Brooklyn, NY 11235, USA",Outdoor,40.5829591,-73.96344289999999
Joseph F Lamb,School Garden,GrowNYC,"2200 Gravesend Neck Rd, Brooklyn, NY 11229, USA",Outdoor,40.5972728,-73.9484272
Magnet School of STEM/Andries Hudde,School Garden,GrowNYC,"2500 Nostrand Ave., Brooklyn, NY 11210, USA",Outdoor,40.6239694,-73.9470955
Saint Clair Mckelway,School Garden,GrowNYC,"2163 Dean St, Brooklyn, NY 11233, USA",Outdoor,40.6752336,-73.915361
"The Gregory Jacko Jackson School of Sports, Art, and Technology",School Garden,GrowNYC,"213 Osborn St, Brooklyn, NY 11212, USA",Outdoor,40.6669333,-73.9075529
Teachers Preparatory High School,School Garden,GrowNYC,"226 Bristol St, Brooklyn, NY 11212, USA",Outdoor,40.6657071,-73.91196219999999
The Willoughby,School Garden,GrowNYC,"1390 Willoughby Ave, Brooklyn, NY 11237, USA",Outdoor,40.7068713,-73.9200201
Philippa Schuyler,School Garden,GrowNYC,"1300 Greene Ave, Brooklyn, NY 11237, USA",Outdoor,40.697892,-73.919072
Bushwick School for Social Justice,School Garden,GrowNYC,"400 Irving Ave, Brooklyn, NY 11237, USA",Outdoor,40.6967365,-73.9120081
Academy of Urban Planning,School Garden,GrowNYC,"400 Irving Ave, Brooklyn, NY 11237, USA",Outdoor,40.6967365,-73.9120081
Bushwick Leaders High School for Academic Excellence,School Garden,GrowNYC,"797 Bushwick Ave, Brooklyn, NY 11221, USA",Outdoor,40.6952598,-73.9273941
P53K,School Garden,GrowNYC,"544 7th Ave, Brooklyn, NY 11215, USA",Outdoor,40.6602554,-73.98805329999999
School Garden 077,School Garden,GrowNYC,"62 Park Pl, Brooklyn, NY 11217, USA",Outdoor,40.6787211,-73.9763369
School Garden 141,School Garden,GrowNYC,"655 Parkside Ave, Brooklyn, NY 11226, USA",Outdoor,40.6563887,-73.95146179999999
Cory L. Cox School @ PS133,School Garden,GrowNYC,"610 Baltic St, Brooklyn, NY 11217, USA",Outdoor,40.6801221,-73.9806648
The Jim Thorpe School ,School Garden,GrowNYC,"3000 W 1st St, Brooklyn, NY 11224, USA",Outdoor,40.5776747,-73.9698657
Lillian L. Rashkis,School Garden,GrowNYC,"355 37th St, Brooklyn, NY 11232, USA",Outdoor,40.6541651,-74.00536129999999
Achievement First University Prep,School Garden,GrowNYC,"35 Starr St, Brooklyn, NY 11221, USA",Outdoor,40.7012793,-73.9276237
Brownsville Ascend Charter School,School Garden,GrowNYC,"1501 Pitkin Ave, Brooklyn, NY 11212, USA",Outdoor,40.6703519,-73.9183796
Hebrew Language Academy Charter School,School Garden,GrowNYC,"2186 Mill Ave, Brooklyn, NY 11234, USA",Outdoor,40.61220410000001,-73.91416679999999
Imagine Me Leadership Charter School,School Garden,GrowNYC,"818 Schenck Ave, Brooklyn, NY 11207, USA",Outdoor,40.6601118,-73.8834789
Compass Charter School,School Garden,GrowNYC,"300 Adelphi St, Brooklyn, NY 11205, USA",Outdoor,40.6885037,-73.9713999
The Cultural Arts Academy at Spring Creek Charter School,School Garden,GrowNYC,"1400 Linden Blvd, Brooklyn, NY 11212, USA",Outdoor,40.6541752,-73.9083337
PS36K @ Flatbush Town Hall,School Garden,GrowNYC,"35 Snyder Ave, Brooklyn, NY 11226, USA",Outdoor,40.6487955,-73.9568254
School Garden 664,School Garden,GrowNYC,"140 58th St, Brooklyn, NY 11220, USA",Outdoor,40.6468985,-74.0236777
PS 368 @PS293K - District 75 Star Academy,School Garden,GrowNYC,"284 Baltic St, Brooklyn, NY 11201, USA",Outdoor,40.6849801,-73.9937004
Bushwick United Head Start,School Garden,GrowNYC,"77 Wilson Ave, Brooklyn, NY 11237, USA",Outdoor,40.7020613,-73.9277415
Ace Integration Head Start,School Garden,GrowNYC,"1419 Broadway, Brooklyn, NY 11221, USA",Outdoor,40.6886669,-73.9201437
Inner Force Tots,School Garden,GrowNYC,"1181 E New York Ave, Brooklyn, NY 11212, USA",Outdoor,40.667156,-73.923209
St. Mark's Head Start & UPK,School Garden,GrowNYC,"2017 Beverley Rd, Brooklyn, NY 11226, USA",Outdoor,40.6452274,-73.9592644
@PS224,School Garden,GrowNYC,"755 Wortman Ave, Brooklyn, NY 11208, USA",Outdoor,40.6647373,-73.8658955
The Genovesi Environmental Study Center,School Garden,GrowNYC,"7151 Avenue T, Brooklyn, NY 11234, USA",Outdoor,40.6221669,-73.9084944
@ MS 002,School Garden,GrowNYC,"655 Parkside Ave, Brooklyn, NY 11226, USA",Outdoor,40.6563887,-73.95146179999999
@ Brooklyn Children Ctr.,School Garden,GrowNYC,"1819 Bergen St, Brooklyn, NY 11233, USA",Outdoor,40.6749034,-73.9213473
53@PS437,School Garden,GrowNYC,"713 Caton Ave, Brooklyn, NY 11218, USA",Outdoor,40.6478367,-73.9732286
P53K@ Spring Creek,School Garden,GrowNYC,"1065 Elton St, Brooklyn, NY 11239, USA",Outdoor,40.6572453,-73.8740662
Andrew Jackson,School Garden,GrowNYC,"100 Noll St, Brooklyn, NY 11206, USA",Outdoor,40.701515,-73.9322622
High School for Youth and Community Development at Erasmus,School Garden,GrowNYC,"911 Flatbush Ave, Brooklyn, NY 11226, USA",Outdoor,40.64930349999999,-73.95774899999999
MS 890,School Garden,GrowNYC,"21 Hinckley Pl, Brooklyn, NY 11218, USA",Outdoor,40.6445569,-73.97133769999999
School Garden 889,School Garden,GrowNYC,"21 Hinckley Pl, Brooklyn, NY 11218, USA",Outdoor,40.6445569,-73.97133769999999
P141@MS35,School Garden,GrowNYC,"272 MacDonough St, Brooklyn, NY 11233, USA",Outdoor,40.6816928,-73.93575249999999
Bedford Stuyvesant Complex/Referral Center,School Garden,GrowNYC,"832 Marcy Ave, Brooklyn, NY 11216, USA",Outdoor,40.6844639,-73.9483771
@main,School Garden,GrowNYC,"110 Chester St, Brooklyn, NY 11212, USA",Outdoor,40.6680506,-73.9115947
@181,School Garden,GrowNYC,"1023 New York Ave, Brooklyn, NY 11203, USA",Outdoor,40.6480961,-73.94599339999999
@323,School Garden,GrowNYC,"210 Chester St, Brooklyn, NY 11212, USA",Outdoor,40.66631690000001,-73.9110895
@532,School Garden,GrowNYC,"1025 Eastern Pkwy, Brooklyn, NY 11213, USA",Outdoor,40.6694409,-73.93437480000001
School Garden 915,School Garden,GrowNYC,"105 Johnson St, Brooklyn, NY 11201, USA",Outdoor,40.6956305,-73.9856714
Bushwick United Day Care Center,School Garden,GrowNYC,"243 S 2nd St, Brooklyn, NY 11211, USA",Outdoor,40.711913,-73.957756
Little Sun People,School Garden,GrowNYC,"1360 Fulton St, Brooklyn, NY 11216, USA",Outdoor,40.6801207,-73.94649199999999
Tompkins Childrens Center,School Garden,GrowNYC,"730 Park Ave, Brooklyn, NY 11206, USA",Outdoor,40.6975115,-73.94617939999999
@PS236,School Garden,GrowNYC,"6302 Avenue U, Brooklyn, NY 11234, USA",Outdoor,40.6159136,-73.9125133
@ Main Site ,School Garden,GrowNYC,"383 State St, Brooklyn, NY 11217, USA",Outdoor,40.6873864,-73.9835617
@289,School Garden,GrowNYC,"900 St Marks Ave, Brooklyn, NY 11213, USA",Outdoor,40.6741463,-73.9424573
@ P.S 007Q- D75 Satellite Site,School Garden,GrowNYC,"80-55 Cornish Ave, Queens, NY 11373, USA",Outdoor,40.7397494,-73.8825748
@Townsend Harris High School,School Garden,GrowNYC,"149-11 Melbourne Ave, Queens, NY 11367, USA",Outdoor,40.7351803,-73.8212289
P233Q@686 ,School Garden,GrowNYC,"91-30 Metropolitan Ave, Forest Hills, NY 11375, USA",Outdoor,40.7088482,-73.8558219
School Garden 230,School Garden,GrowNYC,"73-10 34th Ave, Flushing, NY 11372, USA",Outdoor,40.7526398,-73.8928407
Queens Collegiate: A College Board School,School Garden,GrowNYC,"167-01 Gothic Dr, Jamaica, NY 11432, USA",Outdoor,40.71443319999999,-73.79825240000001
P993Q @ MS72,School Garden,GrowNYC,"133-25 Guy R Brewer Blvd, Jamaica, NY 11434, USA",Outdoor,40.6749335,-73.7757841
The Queens School for Leadership and Excellence,School Garden,GrowNYC,"88-08 164th St, Jamaica, NY 11432, USA",Outdoor,40.7084373,-73.7984476
P233Q@875,School Garden,GrowNYC,"114-43 142nd St, Jamaica, NY 11436, USA",Outdoor,40.6837829,-73.8012395
Main Site- Marathon School,School Garden,GrowNYC,"61-25 Marathon Pkwy, Little Neck, NY 11362, USA",Outdoor,40.756146,-73.7287858
Growing Up Green Charter School,School Garden,GrowNYC,"39-37 28th St, Long Island City, NY 11101, USA",Outdoor,40.7527759,-73.9361045
PS004Q@ Skillman Avenue,School Garden,GrowNYC,"24-30 Skillman Ave, Long Island City, NY 11101, USA",Outdoor,40.742201,-73.94519319999999
Growing Up Green Middle School ,School Garden,GrowNYC,"36-49 11th St, Long Island City, NY 11101, USA",Outdoor,40.7598607,-73.9404461
School Garden 208,School Garden,GrowNYC,"21 W 111th St, New York, NY 10026, USA",Outdoor,40.7983413,-73.9504528
John V. Lindsay Wildcat Academy Charter School,School Garden,GrowNYC,"17 Battery Pl, New York, NY 10004, USA",Outdoor,40.7051588,-74.0159855
Central Park East I,School Garden,GrowNYC,"1573 Madison Ave, New York, NY 10029, USA",Outdoor,40.7936872,-73.9486109
Henry H Garnet,School Garden,GrowNYC,"175 W 134th St, New York, NY 10030, USA",Outdoor,40.8140101,-73.9421359
Hugo Newman,School Garden,GrowNYC,"370 W 120th St, New York, NY 10027, USA",Outdoor,40.8076245,-73.95604999999999
Thurgood Marshall Academy Lower School,School Garden,GrowNYC,"276 W 151st St, New York, NY 10039, USA",Outdoor,40.8258675,-73.9378107
Manhattan Occupational Training Center,School Garden,GrowNYC,"250 W Houston St, New York, NY 10014, USA",Outdoor,40.7291044,-74.00628549999999
Hernandez/Hughes,School Garden,GrowNYC,"144 E 128th St #176, New York, NY 10035, USA",Outdoor,40.8056543,-73.93546020000001
Harlem Renaissance High School,School Garden,GrowNYC,"22 E 128th St, New York, NY 10035, USA",Outdoor,40.80780439999999,-73.9399775
Frederick Douglass Academy,School Garden,GrowNYC,"2581 Adam Clayton Powell Jr Blvd, New York, NY 10001, USA",Outdoor,40.8243981,-73.936545
Horan School,School Garden,GrowNYC,"55 E 120th St, New York, NY 10035, USA",Outdoor,40.80250880000001,-73.94237050000001
Future Leaders Institute Charter School,School Garden,GrowNYC,"134 W 122nd St, New York, NY 10027, USA",Outdoor,40.8063157,-73.9487487
Ann M. Short,School Garden,GrowNYC,"421 E 106th St, New York, NY 10029, USA",Outdoor,40.78919,-73.9378835
"Harlem Renaissance
",School Garden,GrowNYC,"2005 Madison Ave, New York, NY 10035, USA",Outdoor,40.80706259999999,-73.9388293
Central Park East II,School Garden,GrowNYC,"19 E 103rd St, New York, NY 10029, USA",Outdoor,40.7923184,-73.951458
River East Elementary,School Garden,GrowNYC,"508 E 120th St, New York, NY 10035, USA",Outdoor,40.7969061,-73.9299784
Columbia Secondary School,School Garden,GrowNYC,"425 W 123rd St, New York, NY 10027, USA",Outdoor,40.810687,-73.95606099999999
Millennium High School,School Garden,GrowNYC,"75 Broad St, New York, NY 10004, USA",Outdoor,40.70473,-74.0114523
Jacqueline Kennedy Onassis High School,School Garden,GrowNYC,"120 W 46th St, New York, NY 10036, USA",Outdoor,40.7576045,-73.9835118
Manhattan School for Career Development Preparatory (MSCD),School Garden,GrowNYC,"113 E 4th St, New York, NY 10003, USA",Outdoor,40.72570959999999,-73.9878238
The Urban Assembly School for Green Careers,School Garden,GrowNYC,"145 W 84th St, New York, NY 10024, USA",Outdoor,40.7860105,-73.9740956
Fiorello H. LaGuardia High School of Music & Art and Performing Arts,School Garden,GrowNYC,"100 Amsterdam Ave, New York, NY 10023, USA",Outdoor,40.7741328,-73.9858036
The Computer School,School Garden,GrowNYC,"100 W 77th St, New York, NY 10024, USA",Outdoor,40.7810978,-73.97809649999999
Murray Hill Academy,School Garden,GrowNYC,"111 E 33rd St, New York, NY 10016, USA",Outdoor,40.7463061,-73.9811402
Murry Bergtraum High School for Business Careers,School Garden,GrowNYC,"411 Pearl St, New York, NY 10038, USA",Outdoor,40.7110316,-74.0013216
Manhattan Academy of Technology (aka Jacob Riis),School Garden,GrowNYC,"80 Catherine St, New York, NY 10038, USA",Outdoor,40.7105672,-73.9970098
Roberto Clemente,School Garden,GrowNYC,"333 E 4th St, New York, NY 10009, USA",Outdoor,40.7219088,-73.9787369
Chelsea Prep,School Garden,GrowNYC,"281 9th Ave, New York, NY 10001, USA",Outdoor,40.7490291,-74.00031899999999
Manhattan School for Children,School Garden,GrowNYC,"154 W 93rd St, New York, NY 10025, USA",Outdoor,40.7912562,-73.9711111
High School M560 - City As School,School Garden,GrowNYC,"16 Clarkson St, New York, NY 10014, USA",Outdoor,40.7291091,-74.0060997
East Side Community School,School Garden,GrowNYC,"420 E 12th St, New York, NY 10009, USA",Outdoor,40.7290533,-73.98250279999999
P.O. Michael J. Buczek,School Garden,GrowNYC,"4360 Broadway, New York, NY 10033, USA",Outdoor,40.8533574,-73.9335421
Liberty High School Academy for Newcomers,School Garden,GrowNYC,"250 W 18th St, New York, NY 10011, USA",Outdoor,40.7418278,-74.00024619999999
Roosevelt Island,School Garden,GrowNYC,"645 Main St, New York, NY 10044, USA",Outdoor,40.764146,-73.9483885
Edward A. Reynolds West Side High School,School Garden,GrowNYC,"140 W 102nd St, New York, NY 10025, USA",Outdoor,40.7971349,-73.9668867
Robert E. Simon,School Garden,GrowNYC,"234 W 109th St, New York, NY 10025, USA",Outdoor,40.8026474,-73.9660602
Franklin D. Roosevelt,School Garden,GrowNYC,"730 E 12th St, New York, NY 10009, USA",Outdoor,40.7261446,-73.9750657
Girls Preparatory Charter School of New York,School Garden,GrowNYC,"442 E Houston St, New York, NY 10002, USA",Outdoor,40.7198989,-73.9773555
Lillie D. Blake,School Garden,GrowNYC,"45 E 81st St, New York, NY 10028, USA",Outdoor,40.7776435,-73.96055009999999
High School for Law and Public Service,School Garden,GrowNYC,"549 Audubon Ave, New York, NY 10040, USA",Outdoor,40.8564966,-73.92606219999999
Harbor Heights,School Garden,GrowNYC,"306 Fort Washington Ave, New York, NY 10033, USA",Outdoor,40.8455807,-73.9394149
School Garden 131,School Garden,GrowNYC,"100 Hester St, New York, NY 10002, USA",Outdoor,40.7161943,-73.9933849
Middle School 322,School Garden,GrowNYC,"4600 Broadway, New York, NY 10040, USA",Outdoor,40.8608344,-73.9300119
New York French American Charter School,School Garden,GrowNYC,"311 W 120th St, New York, NY 10027, USA",Outdoor,40.80754,-73.9542362
Alfred E. Smith,School Garden,GrowNYC,"8 Henry St, New York, NY 10038, USA",Outdoor,40.7125894,-73.9976565
Dos Puentes Elementary School,School Garden,GrowNYC,"185 Wadsworth Ave, New York, NY 10033, USA",Outdoor,40.8505665,-73.9339155
William T. Harris,School Garden,GrowNYC,"320 W 21st St, New York, NY 10011, USA",Outdoor,40.744296,-74.0006788
Alfred E. Smith,School Garden,GrowNYC,"163 W 97th St, New York, NY 10025, USA",Outdoor,40.7948887,-73.9684479
The Richard Rodgers School of The Arts and Technology,School Garden,GrowNYC,"132 W 89th St, New York, NY 10024, USA",Outdoor,40.788883,-73.9724552
Professor Juan Bosch Public School,School Garden,GrowNYC,"12 Ellwood St, New York, NY 10040, USA",Outdoor,40.859308,-73.9282207
School Garden 189,School Garden,GrowNYC,"2580 Amsterdam Ave, New York, NY 10040, USA",Outdoor,40.8531056,-73.9279452
John B. Russwurm,School Garden,GrowNYC,"2230 5th Ave, New York, NY 10037, USA",Outdoor,40.8133503,-73.9377732
Charrette School,School Garden,GrowNYC,"490 Hudson St, New York, NY 10014, USA",Outdoor,40.7326766,-74.0059122
The Peck Slip School,School Garden,GrowNYC,"52 Chambers St, New York, NY 10007, USA",Outdoor,40.7134071,-74.00552569999999
The 47 American Sign Language & English Lower School,School Garden,GrowNYC,"225 E 23rd St, New York, NY 10010, USA",Outdoor,40.7382717,-73.9814394
Hamilton Heights School,School Garden,GrowNYC,"1750 Amsterdam Ave, New York, NY 10031, USA",Outdoor,40.8266666,-73.94764649999999
Paula Hedbavny School,School Garden,GrowNYC,"421 W 219th St, New York, NY 10034, USA",Outdoor,40.8714909,-73.9122076
Pedro Albizu Campos,School Garden,GrowNYC,"499 W 133rd St, New York, NY 10027, USA",Outdoor,40.81775520000001,-73.9524683
School of the Future High School,School Garden,GrowNYC,"127 E 22nd St, New York, NY 10010, USA",Outdoor,40.7391109,-73.9853486
Stuyvesant High School,School Garden,GrowNYC,"345 Chambers St, New York, NY 10282, USA",Outdoor,40.7181492,-74.0137623
Mickey Mantle School,School Garden,GrowNYC,"466 West End Ave, New York, NY 10024, USA",Outdoor,40.7863232,-73.9792839
Teachers College Community School,School Garden,GrowNYC,"168 Morningside Ave, New York, NY 10027, USA",Outdoor,40.812531,-73.95354739999999
Institute for Collaborative Education,School Garden,GrowNYC,"345 E 15th St, New York, NY 10003, USA",Outdoor,40.732689,-73.98258969999999
Amalia Castro,School Garden,GrowNYC,"100 Attorney St, New York, NY 10002, USA",Outdoor,40.7182566,-73.98401299999999
Harriet Tubman,School Garden,GrowNYC,"250 W 127th St, New York, NY 10027, USA",Outdoor,40.8106338,-73.9487487
NYC iSchool,School Garden,GrowNYC,"131 6th Ave, New York, NY 10013, USA",Outdoor,40.7246823,-74.0050859
Lower East Side Preparatory High School,School Garden,GrowNYC,"145 Stanton St, New York, NY 10002, USA",Outdoor,40.720088,-73.9860332
Sisulu-Walker Charter School of Harlem,School Garden,GrowNYC,"125 W 115th St, New York, NY 10026, USA",Outdoor,40.802164,-73.9512743
The Children's Workshop School,School Garden,GrowNYC,"610 E 12th St, New York, NY 10009, USA",Outdoor,40.7277257,-73.9783818
Samuel Stern,School Garden,GrowNYC,"160 E 120th St, New York, NY 10035, USA",Outdoor,40.8007729,-73.9393346
Midtown West,School Garden,GrowNYC,"328 W 48th St, New York, NY 10036, USA",Outdoor,40.761226,-73.9886092
High School of Arts and Technology,School Garden,GrowNYC,"122 Amsterdam Ave, New York, NY 10023, USA",Outdoor,40.7748463,-73.9856659
Patrick Henry,School Garden,GrowNYC,"19 E 103rd St, New York, NY 10029, USA",Outdoor,40.7923184,-73.951458
Manhattan Middle School for Scientific Inquiry,School Garden,GrowNYC,"401 W 164th St, New York, NY 10032, USA",Outdoor,40.8369119,-73.9374121
Park Terrace,School Garden,GrowNYC,"4124 9th Ave, New York, NY 10034, USA",Outdoor,40.8716912,-73.9117038
Vito Marcantonio,School Garden,GrowNYC,"433 E 100th St, New York, NY 10029, USA",Outdoor,40.78518,-73.9410682
Muscota,School Garden,GrowNYC,"4862 Broadway, New York, NY 10034, USA",Outdoor,40.8666002,-73.9238786
Twenty-first Century Academy for Community Leadership,School Garden,GrowNYC,"501-503 W 152nd St, New York, NY 10031, USA",Outdoor,40.8299318,-73.9445704
Tompkins Square Middle School,School Garden,GrowNYC,"600 E 6th St, New York, NY 10009, USA",Outdoor,40.7238456,-73.9817633
Inwood,School Garden,GrowNYC,"650 Academy St, New York, NY 10034, USA",Outdoor,40.8659143,-73.925157
The STAR Academy,School Garden,GrowNYC,"121 E 3rd St, New York, NY 10009, USA",Outdoor,40.7244069,-73.9862627
Neighborhood School,School Garden,GrowNYC,"121 E 3rd St, New York, NY 10009, USA",Outdoor,40.7244069,-73.9862627
Adam Clayton Powell,School Garden,GrowNYC,"1750 Amsterdam Ave, New York, NY 10031, USA",Outdoor,40.8266666,-73.94764649999999
Robert F. Wagner,School Garden,GrowNYC,"220 E 76th St, New York, NY 10021, USA",Outdoor,40.7718269,-73.95794029999999
Jessie Isador Straus,School Garden,GrowNYC,"270 W 70th St, New York, NY 10023, USA",Outdoor,40.7776219,-73.98456399999999
Florence Nightingale,School Garden,GrowNYC,"285 Delancey St, New York, NY 10002, USA",Outdoor,40.7152496,-73.97999380000002
Bread & Roses Integrated Arts High School,School Garden,GrowNYC,"6 Edgecombe Ave, New York, NY 10030, USA",Outdoor,40.8174596,-73.94714139999999
Battery Park City School,School Garden,GrowNYC,"55 Battery Pl, New York, NY 10280, USA",Outdoor,40.705888,-74.01785699999999
School Garden 150,School Garden,GrowNYC,"334 Greenwich St, New York, NY 10013, USA",Outdoor,40.7180827,-74.010942
Jacques Cartier,School Garden,GrowNYC,"315 E 113th St, New York, NY 10029, USA",Outdoor,40.79492219999999,-73.9383242
Shuang Wen,School Garden,GrowNYC,"327 Cherry St, New York, NY 10002, USA",Outdoor,40.7114447,-73.98548939999999
Urban Assembly New York Harbor School,School Garden,GrowNYC,"10 South St Slip 7, New York, NY 10004, USA",Outdoor,40.7010846,-74.012248
Lillian Weber School of the Arts,School Garden,GrowNYC,"32 W 92nd St, New York, NY 10025, USA",Outdoor,40.7894371,-73.9680806
Robert Simon,School Garden,GrowNYC,"600 E 6th St, New York, NY 10009, USA",Outdoor,40.7238456,-73.9817633
The East Village Community  School (EVCS),School Garden,GrowNYC,"610 E 12th St, New York, NY 10009, USA",Outdoor,40.7277257,-73.9783818
