name,address,type,grow,source,lat,lon,lotarea,borocode,block,lot
Grote Street Playground and Garden,"2311 Southern Blvd, Bronx, NY 10460, USA",Community Garden,Outdoor,CUSP,40.8509942,-73.88259709999998,62835.0,2.0,3113.0,9.0
Havemeyer Garden Association,"535 Havemeyer Ave, Bronx, NY 10473, USA",Community Garden,Outdoor,CUSP,40.8182732,-73.8454273,523600.0,2.0,3537.0,1.0
Angie Lee Gonzalez Park,"1768 Bryant Ave, Bronx, NY 10460, USA",Community Garden,Outdoor,CUSP,40.8366131,-73.88467539999998,5500.0,2.0,2998.0,166.0
Kenton Hall Neighborhood Garden,"305 E 165th St, Bronx, NY 10456, USA",Community Garden,Outdoor,CUSP,40.828998999999996,-73.914846,9742.0,2.0,2433.0,36.0
Elizabeth Barrett Browning Garden,"2338 Walton Ave, Bronx, NY 10468, USA",Community Garden,Outdoor,CUSP,40.859496,-73.90178,29679.0,2.0,3183.0,26.0
Kingsbridge Heights Community Center,"3101 Kingsbridge Terrace, Bronx, NY 10463, USA",Community Garden,Outdoor,CUSP,40.8776646,-73.90067990000001,13260.0,2.0,3257.0,111.0
Jackson Forest Community Garden,"722 Home St, Bronx, NY 10456, USA",Community Garden,Outdoor,CUSP,40.828136799999996,-73.90271109999998,1960.0,2.0,2651.0,22.0
Via Verde Rooftop Garden,"700 Brook Ave, Bronx, NY 10455, USA",Community Garden,Outdoor,CUSP,40.818974299999994,-73.91232959999998,61422.0,2.0,2359.0,7501.0
St. Augustine Presbyterian Church,"1013 Prospect Ave, Bronx, NY 10459, USA",Community Garden,Outdoor,CUSP,40.823921999999996,-73.900228,8688.0,2.0,2678.0,37.0
United We Stand / 138th Street Community Garden,"635 E 138th St, Bronx, NY 10454, USA",Community Garden,Outdoor,CUSP,40.8060578,-73.915024,15000.0,2.0,2551.0,40.0
Hope of Israel Senior Center,"840 Gerard Ave, Bronx, NY 10451, USA",Community Garden,Outdoor,CUSP,40.8265801,-73.92523809999999,9200.0,2.0,2474.0,32.0
Bainbridge Garden,"2980 Bainbridge Ave, Bronx, NY 10458, USA",Community Garden,Outdoor,CUSP,40.8709415,-73.8839447,1574.0,2.0,3292.0,87.0
"Sun, Wind and Shade Oasis","955 Sherman Ave, Bronx, NY 10456, USA",Community Garden,Outdoor,CUSP,40.828369200000004,-73.91942139999998,2067.0,2.0,2455.0,39.0
Tremont Community Garden,"1981 Lafontaine Ave, Bronx, NY 10457, USA",Community Garden,Outdoor,CUSP,40.8471499,-73.8941885,5000.0,2.0,3060.0,43.0
Cheryl's Villa Garden,"395 Kosciuszko St, Brooklyn, NY 11221, USA",Community Garden,Outdoor,CUSP,40.692285600000005,-73.9388926,2000.0,3.0,1601.0,58.0
Golde Harvent Garden,"338 Throop Ave, Brooklyn, NY 11206, USA",Community Garden,Outdoor,CUSP,40.6927289,-73.94308640000001,2338.0,3.0,1776.0,44.0
Whole Neighborhood Garden,"1007 Bedford Ave, Brooklyn, NY 11205, USA",Community Garden,Outdoor,CUSP,40.68965499999999,-73.954802,7200.0,3.0,1783.0,1.0
Wyckoff-Bond Garden,"189 Wyckoff St, Brooklyn, NY 11217, USA",Community Garden,Outdoor,CUSP,40.684627899999995,-73.98674399999999,917.0,3.0,386.0,47.0
Amboy Neighborhood Garden,"199 Amboy St, Brooklyn, NY 11212, USA",Community Garden,Outdoor,CUSP,40.6656,-73.913298,6000.0,3.0,3540.0,7.0
Our Lady of the Presentation Garden,"1661 St Marks Ave, Brooklyn, NY 11233, USA",Community Garden,Outdoor,CUSP,40.6733684,-73.91184679999998,13415.0,3.0,1454.0,54.0
Moffat Street Garden,"9 Moffat St, Brooklyn, NY 11207, USA",Community Garden,Outdoor,CUSP,40.683557,-73.910674,2000.0,3.0,3438.0,64.0
196 Albany Avenue Park/Playground,"1113 Prospect Ave, Brooklyn, NY 11218, USA",Community Garden,Outdoor,CUSP,40.65567009999999,-73.9763801,33476.0,3.0,5256.0,7501.0
Ponderosa Garden,"664 E 105th St, Brooklyn, NY 11236, USA",Community Garden,Outdoor,CUSP,40.649052399999995,-73.8969585,1890.0,3.0,8173.0,5.0
400 Montauk Avenue Block Association Community Garden,"383 Montauk Ave., Brooklyn, NY 11208, USA",Community Garden,Outdoor,CUSP,40.668844899999996,-73.87642209999998,2430.0,3.0,4456.0,3.0
Ashford Learning Garden,"341 Ashford St, Brooklyn, NY 11207, USA",Community Garden,Outdoor,CUSP,40.6740421,-73.8849468,2250.0,3.0,4000.0,2.0
Chestnut Street Community Garden,"9 Chestnut St, Brooklyn, NY 11208, USA",Community Garden,Outdoor,CUSP,40.687672,-73.87631739999998,3375.0,3.0,4104.0,22.0
El Jardin Del Pueblo,"2358 Pitkin Ave, Brooklyn, NY 11207, USA",Community Garden,Outdoor,CUSP,40.673207299999994,-73.88533670000001,1785.0,3.0,4015.0,21.0
Elton Court Garden/UJIMA II,"317 Elton St, Brooklyn, NY 11208, USA",Community Garden,Outdoor,CUSP,40.67534920000001,-73.8836098,16750.0,3.0,3986.0,1.0
Family Community Garden,"793 Cleveland St, Brooklyn, NY 11208, USA",Community Garden,Outdoor,CUSP,40.665125,-73.88120959999998,4000.0,3.0,4313.0,55.0
Fannie Barnes Children's Playground,"447 Sheffield Ave, Brooklyn, NY 11207, USA",Community Garden,Outdoor,CUSP,40.665877200000004,-73.89507069999998,2755.0,3.0,3805.0,122.0
Glenmore Grown Garden,"496 Glenmore Ave, Brooklyn, NY 11207, USA",Community Garden,Outdoor,CUSP,40.673558,-73.891983,2500.0,3.0,3725.0,13.0
The Ujima I Garden,"660 New Jersey Ave, Brooklyn, NY 11207, USA",Community Garden,Outdoor,CUSP,40.6628981,-73.8928931,6050.0,3.0,3840.0,35.0
Lentol Garden,"484 Graham Ave, Brooklyn, NY 11222, USA",Community Garden,Outdoor,CUSP,40.7199404,-73.94572889999998,1527.0,3.0,2726.0,1.0
Placita Infantil at Nuestros Ninos Daycare,"384 S 4th St, Brooklyn, NY 11211, USA",Community Garden,Outdoor,CUSP,40.7079651,-73.95256540000001,6750.0,3.0,2451.0,8.0
Sunshine Community Garden,"99 McKibbin St, Brooklyn, NY 11206, USA",Community Garden,Outdoor,CUSP,40.70524380000001,-73.94370750000002,12500.0,3.0,3079.0,32.0
Pink Houses Community Farm (Urban Farm),"2632 Linden Blvd, Brooklyn, NY 11208, USA",Community Garden,Outdoor,CUSP,40.6683993,-73.8669456,212850.0,3.0,4486.0,1.0
Most Precious Blood Community Garden,"32-23 36th St, Astoria, NY 11103, USA",Community Garden,Outdoor,CUSP,40.7591107,-73.9214235,61250.0,4.0,647.0,16.0
Edgemere Coalitio Garden,"480 Beach 43rd St, Far Rockaway, NY 11691, USA",Community Garden,Outdoor,CUSP,40.5983878,-73.7748068,2850.0,4.0,15960.0,48.0
Moore Jackson Cemetery and Community Garden,"31-61 51st St, Woodside, NY 11377, USA",Community Garden,Outdoor,CUSP,40.756088,-73.90794129999998,22375.0,4.0,1131.0,12.0
Marian S. Heiskell Garden,"315 W 48th St, New York, NY 10019, USA",Community Garden,Outdoor,CUSP,40.7615255,-73.987697,1808.0,1.0,1039.0,24.0
George Washington Carver Garden for Living,"111 E 100th St, New York, NY 10029, USA",Community Garden,Outdoor,CUSP,40.788886299999994,-73.949921,10294.0,1.0,1628.0,6.0
GrowNYC Teaching Garden at Governors Island,"778 Enright Rd, Brooklyn, NY 11231, USA",Community Garden,Outdoor,CUSP,40.686840600000004,-74.02049199999998,7736692.0,1.0,1.0,10.0
Martin Luther King Jr. Community Park,"216 E Broadway, New York, NY 10002, USA",Community Garden,Outdoor,CUSP,40.713924600000006,-73.9848056,6410.0,1.0,288.0,76.0
City Hall Children's Garden at Tweed Courthouse,"52 Chambers St, New York, NY 10007, USA",Community Garden,Outdoor,CUSP,40.7134071,-74.00552569999998,400000.0,1.0,122.0,1.0
Isabella Geriatric Center Garden,"515 Audubon Ave, New York, NY 10040, USA",Community Garden,Outdoor,CUSP,40.8545202,-73.92753429999998,159777.0,1.0,2160.0,1.0
Moâ€™ Pals Garden,"545 W 147th St, New York, NY 10031, USA",Community Garden,Outdoor,CUSP,40.827553200000004,-73.9485768,9992.0,1.0,2079.0,7.0
Papoâ€™s Garden,"220 E 119th St, New York, NY 10035, USA",Community Garden,Outdoor,CUSP,40.7992326,-73.93766440000002,8074.0,1.0,1783.0,34.0
P233Q@42,"488 Beach 66th St, Arverne, NY 11692, USA",School Garden,Outdoor,GrowNYC,40.594435,-73.7949455,88000.0,4.0,16039.0,14.0
PS811Q@ Queens High School of Teaching,"74-20 Commonwealth Blvd, Queens, NY 11426, USA",School Garden,Outdoor,GrowNYC,40.7444247,-73.72893789999998,308973.0,4.0,7870.0,72.0
School Garden 076,"770 Grote St, Bronx, NY 10460, USA",School Garden,Outdoor,GrowNYC,40.850484200000004,-73.8838411,41028.0,2.0,3100.0,14.0
Jonathan D. Hyatt,"333 E 135th St, Bronx, NY 10454, USA",School Garden,Outdoor,GrowNYC,40.8082435,-73.92574069999998,56643.0,2.0,2298.0,1.0
Bronx International High School,"1110 Boston Rd, Bronx, NY 10456, USA",School Garden,Outdoor,GrowNYC,40.8273033,-73.9045097,144682.0,2.0,2634.0,1.0
Family Life Academy Charter School II,"296 E 140th St, Bronx, NY 10454, USA",School Garden,Outdoor,GrowNYC,40.811454,-73.9250059,10700.0,2.0,2314.0,58.0
Lucero Elementary School,"1425 Walton Ave, Bronx, NY 10452, USA",School Garden,Outdoor,GrowNYC,40.8403454,-73.91572839999998,55000.0,2.0,2843.0,40.0
Bronx Academy of Promise Charter School,"1349 Inwood Ave, Bronx, NY 10452, USA",School Garden,Outdoor,GrowNYC,40.8395479,-73.919862,22818.0,2.0,2864.0,25.0
Bronx Lighthouse Charter School,"1001 Intervale Ave, Bronx, NY 10459, USA",School Garden,Outdoor,GrowNYC,40.8233095,-73.89705140000001,14280.0,2.0,2699.0,45.0
Francisco Oller,"1550 Crotona Park E, Bronx, NY 10460, USA",School Garden,Outdoor,GrowNYC,40.8363733,-73.8927625,53300.0,2.0,2939.0,45.0
Claremont,"1537 Washington Ave, Bronx, NY 10457, USA",School Garden,Outdoor,GrowNYC,40.8385594,-73.9030255,35881.0,2.0,2903.0,23.0
Sedgwick,"1771 Popham Ave, Bronx, NY 10453, USA",School Garden,Outdoor,GrowNYC,40.851788299999996,-73.91862069999998,56000.0,2.0,2877.0,393.0
Samuel Gompers Career and Technical Education High School,"455 Southern Blvd, Bronx, NY 10455, USA",School Garden,Outdoor,GrowNYC,40.8104034,-73.9073691,85000.0,2.0,2576.0,26.0
The Urban Assembly Bronx Academy of Letters,"339 Morris Ave, Bronx, NY 10451, USA",School Garden,Outdoor,GrowNYC,40.81366,-73.92599899999998,71478.0,2.0,2333.0,70.0
"Harlem Renaissance High School

","1260 Franklin Ave, Bronx, NY 10456, USA",School Garden,Outdoor,GrowNYC,40.830895399999996,-73.90238570000001,61496.0,2.0,2615.0,14.0
Crotona Academy High School,"639 St Ann's Ave, Bronx, NY 10455, USA",School Garden,Outdoor,GrowNYC,40.8169466,-73.91200570000001,57293.0,2.0,2359.0,100.0
Comprehensive Model School Project M.S. 327,"1501 Jerome Ave, Bronx, NY 10452, USA",School Garden,Outdoor,GrowNYC,40.8429988,-73.91623359999998,74594.0,2.0,2859.0,77.0
Mott Haven Academy Charter School,"170 Brown Pl, Bronx, NY 10454, USA",School Garden,Outdoor,GrowNYC,40.8063158,-73.92087240000001,10000.0,2.0,2263.0,1.0
School Garden 306,"40 W Tremont Ave, Bronx, NY 10453, USA",School Garden,Outdoor,GrowNYC,40.8513941,-73.91081390000001,81085.0,2.0,2862.0,14.0
Luisa Dessus Cruz,"681 Kelly St, Bronx, NY 10455, USA",School Garden,Outdoor,GrowNYC,40.81591179999999,-73.9016736,68000.0,2.0,2686.0,20.0
Arturo A. Schomburg Satellite Academy Bronx,"1010 Rev James A Polite Ave, Bronx, NY 10459, USA",School Garden,Outdoor,GrowNYC,40.823285799999994,-73.89873419999998,112700.0,2.0,2698.0,12.0
The Family School,"1116 Sheridan Ave, Bronx, NY 10456, USA",School Garden,Outdoor,GrowNYC,40.8321305,-73.91756559999999,82606.0,2.0,2456.0,100.0
Bronx Leadership Academy High School,"1710 Webster Ave, Bronx, NY 10457, USA",School Garden,Outdoor,GrowNYC,40.843428700000004,-73.90310939999998,26680.0,2.0,2898.0,1.0
Success Academy Charter School - Bronx 2,"450 St Pauls Pl, Bronx, NY 10456, USA",School Garden,Outdoor,GrowNYC,40.8360107,-73.9049407,73590.0,2.0,2902.0,1.0
Bronx High School for Medical Science,"240 E 172nd St, Bronx, NY 10457, USA",School Garden,Outdoor,GrowNYC,40.8397925,-73.9113057,275000.0,2.0,2817.0,2.0
University Heights Secondary School,"701 St Ann's Ave, Bronx, NY 10455, USA",School Garden,Outdoor,GrowNYC,40.8179909,-73.9116769,86358.0,2.0,2359.0,240.0
The William Lloyd Garrison,"250 E 156th St, Bronx, NY 10451, USA",School Garden,Outdoor,GrowNYC,40.8224876,-73.92156120000001,112814.0,2.0,2443.0,190.0
Inocensio Casanova,"660 Fox St, Bronx, NY 10455, USA",School Garden,Outdoor,GrowNYC,40.813878100000004,-73.9003875,58800.0,2.0,2683.0,65.0
Jonas Bronck,"165 Brown Pl, Bronx, NY 10454, USA",School Garden,Outdoor,GrowNYC,40.806303299999996,-73.9214917,31500.0,2.0,2280.0,40.0
Fannie Lou Hamer Freedom High School,"1021 Jennings St, Bronx, NY 10460, USA",School Garden,Outdoor,GrowNYC,40.831124200000005,-73.88568839999998,39000.0,2.0,3013.0,1.0
Academy for Career and Living Skills,"1434 Longfellow Ave, Bronx, NY 10459, USA",School Garden,Outdoor,GrowNYC,40.830232099999996,-73.88743240000001,120336.0,2.0,3007.0,8.0
School Garden 010,"2750 Lafayette Ave, Bronx, NY 10465, USA",School Garden,Outdoor,GrowNYC,40.827175,-73.8293166,163128.0,2.0,5547.0,1.0
The Wilton School,"510 E 141st St, Bronx, NY 10454, USA",School Garden,Outdoor,GrowNYC,40.8091669,-73.91788710000002,53579.0,2.0,2267.0,15.0
Rafael Hernandez Dual Language Magnet School,"1220 Gerard Ave, Bronx, NY 10452, USA",School Garden,Outdoor,GrowNYC,40.8354825,-73.91972419999998,55027.0,2.0,2480.0,8.0
Family Life Academy Charter School,"14 W 170th St, Bronx, NY 10452, USA",School Garden,Outdoor,GrowNYC,40.840284499999996,-73.9186483,27000.0,2.0,2856.0,29.0
School Garden 017,"778 Forest Ave, Bronx, NY 10456, USA",School Garden,Outdoor,GrowNYC,40.8186399,-73.9053941,121505.0,2.0,2655.0,30.0
Grant Avenue Elementary School,"250 E 164th St, Bronx, NY 10456, USA",School Garden,Outdoor,GrowNYC,40.8280778,-73.91751959999998,87000.0,2.0,2446.0,43.0
The New Children's School,"2151 Washington Ave, Bronx, NY 10457, USA",School Garden,Outdoor,GrowNYC,40.8533809,-73.89478359999998,47250.0,2.0,3037.0,79.0
Willis Avenue,"383 E 139th St, Bronx, NY 10454, USA",School Garden,Outdoor,GrowNYC,40.8104968,-73.9226177,63940.0,2.0,2302.0,40.0
School of Performing Arts,"977 Fox St, Bronx, NY 10459, USA",School Garden,Outdoor,GrowNYC,40.822083500000005,-73.8940382,112000.0,2.0,2714.0,4.0
Melrose School,"758 Courtlandt Ave, Bronx, NY 10451, USA",School Garden,Outdoor,GrowNYC,40.8216206,-73.91683069999998,108506.0,2.0,2403.0,1.0
Arturo Toscanini,"1000 Teller Ave, Bronx, NY 10456, USA",School Garden,Outdoor,GrowNYC,40.8279,-73.9141928,150000.0,2.0,2424.0,1.0
Crescent,"2111 Crotona Ave, Bronx, NY 10457, USA",School Garden,Outdoor,GrowNYC,40.84868900000001,-73.88890390000002,62716.0,2.0,3081.0,26.0
New York City Montessori Charter School,"423 E 138th St, Bronx, NY 10454, USA",School Garden,Outdoor,GrowNYC,40.808912899999996,-73.9217457,13950.0,2.0,2283.0,88.0
Performance School,"750 Concourse Village W, Bronx, NY 10451, USA",School Garden,Outdoor,GrowNYC,40.823133399999996,-73.92284719999998,143003.0,2.0,2443.0,79.0
School Garden 211,"1919 Prospect Ave, Bronx, NY 10457, USA",School Garden,Outdoor,GrowNYC,40.843769099999996,-73.8903279,62100.0,2.0,2951.0,32.0
John Peter Zenger,"502 Morris Ave, Bronx, NY 10451, USA",School Garden,Outdoor,GrowNYC,40.8162658,-73.92252579999999,53073.0,2.0,2324.0,8.0
School for Environmental Citizenship,"125 E 181st St, Bronx, NY 10453, USA",School Garden,Outdoor,GrowNYC,40.8556664,-73.90323529999998,68660.0,2.0,3170.0,1.0
School of Higher Expectations,"1001 Jennings St, Bronx, NY 10460, USA",School Garden,Outdoor,GrowNYC,40.8312555,-73.8866072,58000.0,2.0,3008.0,1.0
Academy for Language and Technology,"1700 Macombs Rd, Bronx, NY 10453, USA",School Garden,Outdoor,GrowNYC,40.8494924,-73.9156962,92880.0,2.0,2866.0,70.0
School Garden 226,"1950 Sedgwick Ave, Bronx, NY 10453, USA",School Garden,Outdoor,GrowNYC,40.855171999999996,-73.91623359999998,74760.0,2.0,3222.0,100.0
Joseph R. Drake,"1290 Spofford Ave, Bronx, NY 10474, USA",School Garden,Outdoor,GrowNYC,40.8142282,-73.886889,40000.0,2.0,2766.0,1.0
Baychester Middle School,"3750 Baychester Ave, Bronx, NY 10466, USA",School Garden,Outdoor,GrowNYC,40.886149100000004,-73.84048790000001,675539.0,2.0,4935.0,1.0
High School for Energy and Technology,"2474 Crotona Ave, Bronx, NY 10458, USA",School Garden,Outdoor,GrowNYC,40.8554112,-73.8824863,96050.0,2.0,3104.0,7.0
Henry Hudson,"1111 Pugsley Ave, Bronx, NY 10472, USA",School Garden,Outdoor,GrowNYC,40.8291079,-73.85691039999998,118671.0,2.0,3790.0,40.0
The New School for Leadership and Journalism,"120 W 231st St, Bronx, NY 10463, USA",School Garden,Outdoor,GrowNYC,40.875654600000004,-73.90162769999998,95778.0,2.0,3253.0,141.0
East Fordham Academy for the Arts,"120 E 184th St, Bronx, NY 10468, USA",School Garden,Outdoor,GrowNYC,40.8594929,-73.90046059999999,46060.0,2.0,3172.0,46.0
Pelham Gardens Middle School,"2545 Gunther Ave, Bronx, NY 10469, USA",School Garden,Outdoor,GrowNYC,40.864189,-73.8365765,170000.0,2.0,4493.0,1.0
City Island,"200 City Island Ave, Bronx, NY 10464, USA",School Garden,Outdoor,GrowNYC,40.843790000000006,-73.7846911,381000.0,2.0,5641.0,280.0
Dr. Selman Waksman,"850 Baychester Ave, Bronx, NY 10475, USA",School Garden,Outdoor,GrowNYC,40.875147600000005,-73.8329925,2720000.0,2.0,5141.0,150.0
School Garden 054,"2703 Webster Ave, Bronx, NY 10458, USA",School Garden,Outdoor,GrowNYC,40.8649138,-73.8878434,40000.0,2.0,3278.0,14.0
Renaissance High School for Musical Theater & Technology,"3000 E Tremont Ave, Bronx, NY 10461, USA",School Garden,Outdoor,GrowNYC,40.839816600000006,-73.83795490000001,54750.0,2.0,5368.0,2.0
Bronx Charter School for Better Learning,"3740 Baychester Ave, Bronx, NY 10466, USA",School Garden,Outdoor,GrowNYC,40.884668299999994,-73.8394442,151056.0,2.0,4916.0,1.0
DeWitt Clinton High School,"100 W Mosholu Pkwy S, Bronx, NY 10468, USA",School Garden,Outdoor,GrowNYC,40.8812165,-73.8875851,1278242.0,2.0,3251.0,201.0
The Equality Charter School,"4140 Hutchinson River Pkwy E, Bronx, NY 10475, USA",School Garden,Outdoor,GrowNYC,40.8643078,-73.82398640000002,115000.0,2.0,5135.0,200.0
Mott Hall V,"1551 E 172nd St, Bronx, NY 10472, USA",School Garden,Outdoor,GrowNYC,40.8323283,-73.87652039999998,2025.0,2.0,3866.0,65.0
Isaac Clason,"800 Taylor Ave, Bronx, NY 10473, USA",School Garden,Outdoor,GrowNYC,40.82189169999999,-73.8626271,144440.0,2.0,3641.0,1.0
School Garden 207,"3030 Godwin Terrace, Bronx, NY 10463, USA",School Garden,Outdoor,GrowNYC,40.8781939,-73.90632159999998,28000.0,2.0,5701.0,105.0
School Garden 097,"1375 Mace Ave, Bronx, NY 10469, USA",School Garden,Outdoor,GrowNYC,40.8631683,-73.8469144,85000.0,2.0,4474.0,1.0
"P.O.George J. Werdann, III","3050 Webster Ave, Bronx, NY 10467, USA",School Garden,Outdoor,GrowNYC,40.8696205,-73.87907349999998,110900.0,2.0,3330.0,1.0
Urban Assembly Academy of Civic Engagement,"650 Hollywood Ave, Bronx, NY 10465, USA",School Garden,Outdoor,GrowNYC,40.8269794,-73.8182885,130427.0,2.0,5438.0,1.0
Stephen McSweeney School,"2697 Westchester Ave, Bronx, NY 10461, USA",School Garden,Outdoor,GrowNYC,40.8427217,-73.83887390000001,36000.0,2.0,4133.0,200.0
Bronx Lab School,"800 E Gun Hill Rd, Bronx, NY 10467, USA",School Garden,Outdoor,GrowNYC,40.8751267,-73.86172459999999,131650.0,2.0,4633.0,40.0
Spuyten Duyvil,"660 W 236th St, Bronx, NY 10463, USA",School Garden,Outdoor,GrowNYC,40.887037799999995,-73.9141927,140975.0,2.0,5917.0,140.0
@Byron,"3540 Bivona St, Bronx, NY 10475, USA",School Garden,Outdoor,GrowNYC,40.88263999999999,-73.83224609999998,220441.0,2.0,5263.0,70.0
Bronx Writing Academy,"270 E 167th St, Bronx, NY 10456, USA",School Garden,Outdoor,GrowNYC,40.83294009999999,-73.9140961,77373.0,2.0,2438.0,50.0
Roland Patterson,"275 Harlem River Park Bridge, Bronx, NY 10453, USA",School Garden,Outdoor,GrowNYC,40.8526349,-73.92127009999999,161752.0,2.0,2882.0,130.0
Bronx Theatre High School,"99 Terrace View Ave, Bronx, NY 10463, USA",School Garden,Outdoor,GrowNYC,40.8771416,-73.91268389999998,654361.0,1.0,2215.0,80.0
Journey Prep School,"560 Thieriot Ave, Bronx, NY 10473, USA",School Garden,Outdoor,GrowNYC,40.8168239,-73.86060570000001,75643.0,2.0,3524.0,20.0
J. M. Rapport School Career Development,"470 Jackson Ave, Bronx, NY 10455, USA",School Garden,Outdoor,GrowNYC,40.811173200000006,-73.90925229999998,85000.0,2.0,2578.0,27.0
Abram Stevens Hewitt,"750 Prospect Ave, Bronx, NY 10455, USA",School Garden,Outdoor,GrowNYC,40.8176339,-73.9018573,82895.0,2.0,2688.0,1.0
Belmont,"690 E 183rd St, Bronx, NY 10458, USA",School Garden,Outdoor,GrowNYC,40.8518895,-73.88596410000002,58586.0,2.0,3085.0,1.0
Astor Collegiate Academy,"925 Astor Ave, Bronx, NY 10469, USA",School Garden,Outdoor,GrowNYC,40.8602833,-73.86037590000001,224020.0,2.0,4358.0,1.0
Young Leaders Elementary School,"468 E 140th St, Bronx, NY 10454, USA",School Garden,Outdoor,GrowNYC,40.809140899999996,-73.92013759999998,90000.0,2.0,2284.0,34.0
Bilingual School,"811 E 149th St, Bronx, NY 10455, USA",School Garden,Outdoor,GrowNYC,40.812839399999994,-73.9055319,30000.0,2.0,2664.0,1.0
Courtlandt School,"335 E 152nd St, Bronx, NY 10451, USA",School Garden,Outdoor,GrowNYC,40.819308299999996,-73.91926490000002,90000.0,2.0,2411.0,119.0
The Vida Bogart School for All Children,"1330 Bristow St, Bronx, NY 10459, USA",School Garden,Outdoor,GrowNYC,40.831773600000005,-73.8942783,94000.0,2.0,2965.0,82.0
Cornerstone Academy for Social Action,"3441 Steenwick Ave, Bronx, NY 10475, USA",School Garden,Outdoor,GrowNYC,40.883145500000005,-73.83078700000002,96425.0,2.0,5263.0,192.0
Donald Hertz,"950 Rhinelander Ave, Bronx, NY 10462, USA",School Garden,Outdoor,GrowNYC,40.84925870000001,-73.85886099999998,40600.0,2.0,4125.0,1.0
School Garden 089,"980 Mace Ave, Bronx, NY 10469, USA",School Garden,Outdoor,GrowNYC,40.8626481,-73.85941120000001,70000.0,2.0,4444.0,16.0
Garret A. Morgan,"1245 Washington Ave, Bronx, NY 10456, USA",School Garden,Outdoor,GrowNYC,40.8319785,-73.90704759999998,107000.0,2.0,2390.0,1.0
Robert J. Christen,"5550 Riverdale Ave, Bronx, NY 10471, USA",School Garden,Outdoor,GrowNYC,40.9035441,-73.90481539999998,93000.0,2.0,5850.0,1550.0
P186X @140,"750 Jennings St, Bronx, NY 10459, USA",School Garden,Outdoor,GrowNYC,40.831618,-73.8980449,129826.0,2.0,2969.0,1.0
New Visions Charter High School for Advanced Math and Science II,"900 Tinton Ave, Bronx, NY 10456, USA",School Garden,Outdoor,GrowNYC,40.82185070000001,-73.90284890000001,92136.0,2.0,2668.0,1.0
School Garden 396,"1930 Andrews Ave S, Bronx, NY 10453, USA",School Garden,Outdoor,GrowNYC,40.854392,-73.9129267,82000.0,2.0,3216.0,2.0
The Highbridge Green School,"200 W 167th St, Bronx, NY 10452, USA",School Garden,Outdoor,GrowNYC,40.8380483,-73.9279911,27410.0,2.0,2527.0,58.0
Academy for Scholarship and Entrepreneurship: A College Board School,"921 E 228th St, Bronx, NY 10466, USA",School Garden,Outdoor,GrowNYC,40.8880644,-73.85274940000001,70845.0,2.0,4864.0,35.0
Throop,"2750 Throop Ave, Bronx, NY 10469, USA",School Garden,Outdoor,GrowNYC,40.866550200000006,-73.8505965,145000.0,2.0,4526.0,1.0
Bronx Design and Construction Academy,"333 E 151st St, Bronx, NY 10451, USA",School Garden,Outdoor,GrowNYC,40.818499700000004,-73.9195405,104783.0,2.0,2411.0,22.0
School Garden 277,"519 St Ann's Ave, Bronx, NY 10455, USA",School Garden,Outdoor,GrowNYC,40.813325299999995,-73.9137994,24875.0,2.0,2274.0,23.0
Urban Assembly School for Careers in Sports,"730 Concourse Village W, Bronx, NY 10451, USA",School Garden,Outdoor,GrowNYC,40.821974100000006,-73.9230741,386000.0,2.0,2443.0,78.0
Rose E. Scala,"3040 Roberts Ave, Bronx, NY 10461, USA",School Garden,Outdoor,GrowNYC,40.84559539999999,-73.82963829999998,56000.0,2.0,4171.0,1.0
Albert G. Oliver,"1535 Story Ave, Bronx, NY 10473, USA",School Garden,Outdoor,GrowNYC,40.822092700000006,-73.8769604,100000.0,2.0,3652.0,1.0
School Garden 107,"1695 Seward Ave, Bronx, NY 10473, USA",School Garden,Outdoor,GrowNYC,40.8187805,-73.8684748,100000.0,2.0,3591.0,50.0
Longwood Academy of Discovery,"888 Rev James A Polite Ave, Bronx, NY 10459, USA",School Garden,Outdoor,GrowNYC,40.8201293,-73.8986342,69000.0,2.0,2696.0,85.0
The Hunts Point School,"730 Bryant Ave, Bronx, NY 10474, USA",School Garden,Outdoor,GrowNYC,40.81571470000001,-73.8853003,117500.0,2.0,2763.0,279.0
Crotona Park West,"1701 Fulton Ave, Bronx, NY 10457, USA",School Garden,Outdoor,GrowNYC,40.841156299999994,-73.8983267,46633.0,2.0,2930.0,1.0
Highbridge,"1257 Ogden Ave, Bronx, NY 10452, USA",School Garden,Outdoor,GrowNYC,40.8397377,-73.9257866,45000.0,2.0,2529.0,81.0
Dr Marjorie H Dunbar,"175 W 166th St, Bronx, NY 10452, USA",School Garden,Outdoor,GrowNYC,40.836096999999995,-73.9283585,73172.0,2.0,2526.0,83.0
Arthur A. Schomburg,"2075 Webster Ave, Bronx, NY 10457, USA",School Garden,Outdoor,GrowNYC,40.8518013,-73.8988258,23000.0,2.0,3142.0,48.0
"Bronx School for Law, Government and Justice","244 E 163rd St, Bronx, NY 10451, USA",School Garden,Outdoor,GrowNYC,40.827571999999996,-73.9189269,23000.0,2.0,2445.0,6.0
Ryer Avenue Elementary School,"230 E 183rd St, Bronx, NY 10458, USA",School Garden,Outdoor,GrowNYC,40.8568025,-73.8989065,60700.0,2.0,3150.0,10.0
