name,address,type,grow,source,lat,lon,lotarea,borocode,block,lot
Green Valley Garden,"101 New Lots Avenue, Brooklyn, NY 11212, USA",Community Garden,Outdoor,GreenThumb,40.658261100000004,-73.901609,1549.0,3,3857,25.0
Green Valley Garden,"99 New Lots Avenue, Brooklyn, NY 11212, USA",Community Garden,Outdoor,GreenThumb,40.6582283,-73.901674,1637.0,3,3857,26.0
Green Valley Garden,"95 New Lots Avenue, Brooklyn, NY 11212, USA",Community Garden,Outdoor,GreenThumb,40.6582036,-73.90174250000001,1506.0,3,3857,27.0
A Patch of Inspiration," Powell Street, Brooklyn, NY 11212, USA",Community Garden,Outdoor,GreenThumb,40.658493799999995,-73.90089509999999,830.0,3,3858,1.0
Highland Park Children's Garden,"375 Jamaica Avenue, Brooklyn, NY 11208, USA",Community Garden,Outdoor,GreenThumb,40.6851234,-73.8858019,1747770.0,3,3889,1.0
Essex Street Community Garden,"3030 Fulton Street, Brooklyn, NY 11208, USA",Community Garden,Outdoor,GreenThumb,40.680262299999995,-73.88298359999999,3268.0,3,3956,51.0
Shield of Faith,"85 Montauk Avenue, Brooklyn, NY 11208, USA",Community Garden,Outdoor,GreenThumb,40.677449700000004,-73.8784784,1875.0,3,3976,1.0
Shield of Faith,"83 Montauk Avenue, Brooklyn, NY 11208, USA",Community Garden,Outdoor,GreenThumb,40.677501899999996,-73.8784891,1875.0,3,3976,2.0
Shield of Faith,"81 Montauk Avenue, Brooklyn, NY 11208, USA",Community Garden,Outdoor,GreenThumb,40.6775513,-73.87850340000001,1875.0,3,3976,3.0
Shield of Faith,"79 Montauk Avenue, Brooklyn, NY 11208, USA",Community Garden,Outdoor,GreenThumb,40.677600700000006,-73.8785142,1875.0,3,3976,4.0
Clara's Garden,"579 Glenmore Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.6744027,-73.88902879999999,1875.0,3,3979,31.0
Clara's Garden,"575 Glenmore Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.6743891,-73.8891225,1875.0,3,3979,32.0
Clara's Garden,"573 Glenmore Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.674375399999995,-73.8892163,1875.0,3,3979,33.0
East End Community Garden,"530 Glenmore Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.6737814,-73.8908071,1152.0,3,3993,17.0
East End Community Garden,"532 Glenmore Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.6737044,-73.8907531,3390.0,3,3993,18.0
East End Community Garden," Van Siclen Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.673550799999994,-73.8908219,2500.0,3,3993,19.0
Herbal Garden of East New York," Schenck Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.6739796,-73.88855720000001,2500.0,3,3996,9.0
Herbal Garden of East New York," Glenmore Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.6741114,-73.88864709999999,1890.0,3,3996,11.0
Herbal Garden of East New York," Glenmore Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.6741278,-73.8885353,1860.0,3,3996,13.0
Herbal Garden of East New York," Glenmore Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.6740919,-73.8883912,3750.0,3,3996,15.0
Oriental Garden," Barbey Street, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.673704,-73.88749059999999,2500.0,3,3997,3.0
Oriental Garden," Barbey Street, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.673769899999996,-73.88750490000001,2500.0,3,3997,4.0
Concerned Residents of Barbey Street," Glenmore Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.674190100000004,-73.8877493,2500.0,3,3997,10.0
Jerome-Glenmore Cornerstone," Glenmore Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.674269200000005,-73.88721559999999,2500.0,3,3997,16.0
Jerome-Glenmore Cornerstone," Glenmore Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.6742828,-73.8871255,2500.0,3,3997,17.0
Jerome-Glenmore Cornerstone," Jerome Street, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.6740908,-73.88721590000002,2500.0,3,3997,19.0
Jerome-Glenmore Cornerstone," Jerome Street, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.6740249,-73.887198,2500.0,3,3997,20.0
Oriental Garden," Jerome Street, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.67383,-73.8871515,1667.0,3,3997,23.0
Oriental Garden,"328 Jerome Street, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.673786,-73.8871372,1667.0,3,3997,24.0
Ashford Street Abundant Garden,"330 Ashford Street, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.674366299999996,-73.88549590000001,3546.0,3,3999,19.0
Ashford Learning Garden," Ashford Street, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.674083,-73.88492679999999,2250.0,3,4000,3.0
P.S. 4K - Paradise Garden," Glenmore Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.6746103,-73.885189,1453.0,3,4000,10.0
P.S. 4K - Paradise Garden," Glenmore Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.674621200000004,-73.88511690000001,1453.0,3,4000,11.0
P.S. 4K - Paradise Garden," Glenmore Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.6746321,-73.8850448,1453.0,3,4000,12.0
P.S. 4K - Paradise Garden," Glenmore Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.674642999999996,-73.88497629999999,1453.0,3,4000,13.0
P.S. 4K - Paradise Garden," Glenmore Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.674653899999996,-73.8849041,1453.0,3,4000,14.0
P.S. 4K - Paradise Garden," Glenmore Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.6746648,-73.88483199999999,1441.0,3,4000,15.0
P.S. 4K - Paradise Garden," Glenmore Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.674673,-73.8847635,1453.0,3,4000,16.0
P.S. 4K - Paradise Garden," Glenmore Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.6746839,-73.88469140000001,1453.0,3,4000,17.0
P.S. 4K - Paradise Garden,"696 Glenmore Avenue, Brooklyn, NY 11208, USA",Community Garden,Outdoor,GreenThumb,40.6746948,-73.8846193,1465.0,3,4000,18.0
Floral Vineyard,"2385 Pitkin Avenue, Brooklyn, NY 11208, USA",Community Garden,Outdoor,GreenThumb,40.6737833,-73.8843829,1200.0,3,4000,29.0
Floral Vineyard,"2383 Pitkin Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.6737724,-73.884455,1150.0,3,4000,30.0
Floral Vineyard,"2379 Pitkin Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.6737533,-73.88459209999999,1150.0,3,4000,31.0
Floral Vineyard,"2381 Pitkin Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.67376420000001,-73.8845235,1150.0,3,4000,130.0
Cleveland Street Vegetable Garden,"435 Cleveland Street, Brooklyn, NY 11208, USA",Community Garden,Outdoor,GreenThumb,40.6741398,-73.8840687,2450.0,3,4001,2.0
Cleveland Street Vegetable Garden,"433 Cleveland Street, Brooklyn, NY 11208, USA",Community Garden,Outdoor,GreenThumb,40.6741947,-73.88408299999999,1666.0,3,4001,3.0
Manley's Place,"182 Montauk Avenue, Brooklyn, NY 11208, USA",Community Garden,Outdoor,GreenThumb,40.6748668,-73.8784182,1700.0,3,4007,34.0
Manley's Place,"184 Montauk Avenue, Brooklyn, NY 11208, USA",Community Garden,Outdoor,GreenThumb,40.6748092,-73.87840390000001,2500.0,3,4007,35.0
Manley's Place,"186 Montauk Avenue, Brooklyn, NY 11208, USA",Community Garden,Outdoor,GreenThumb,40.674743299999996,-73.87838599999999,2500.0,3,4007,36.0
Manley's Place," Montauk Avenue, Brooklyn, NY 11208, USA",Community Garden,Outdoor,GreenThumb,40.6746719,-73.8783681,2500.0,3,4007,37.0
Manley's Place," Montauk Avenue, Brooklyn, NY 11208, USA",Community Garden,Outdoor,GreenThumb,40.6746088,-73.8783502,2000.0,3,4007,38.0
Manley's Place,"2539 Pitkin Avenue, Brooklyn, NY 11208, USA",Community Garden,Outdoor,GreenThumb,40.6746502,-73.87858440000001,1427.0,3,4007,40.0
Manley's Place,"2535 Pitkin Avenue, Brooklyn, NY 11208, USA",Community Garden,Outdoor,GreenThumb,40.674639299999996,-73.878671,2069.0,3,4007,41.0
Poppa & Momma Jones Historical Garden,"335 Van Siclen Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.6716504,-73.8897615,6000.0,3,4010,1.0
Jerry and the Senior Gents of E.N.Y.,"349 Schenck Avenue, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.6723432,-73.8880661,2500.0,3,4012,4.0
Gregory's Garden (P.S. 158 Memorial Garden)," Warwick Street, Brooklyn, NY 11207, USA",Community Garden,Outdoor,GreenThumb,40.672659499999995,-73.88593859999999,2500.0,3,4014,24.0
